Clone|text|to_user_id|from_user|id|from_user_id|lang|source|user_image_url|geo_type|geo_latitude|geo_longitude|created_at|time|type|rt_count|favorite_count|place|country|hashtags|urls|media_link|media_url|bounding_box|mentions_user|mentions_user_id|reply_user|reply_id|rt_user_id|rt_user|rt_id|rt_source|rt_created_at|user_tweets|user_followers|user_following|user_listed|user_favorited|user_created_at|user_lang|user_location|user_time_zone|user_description|user_url|user_protected_tweets|user_default_layout|user_default_image|images|median H|median S|median V|dominant color
0|RT @96_giovane: ÃNDIO &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt; corinthians http://t.co/jn6ln2pLRT||nuneshellena|606319431107670016|260501454|pt|Twitter for Android |http://pbs.twimg.com/profile_images/607609839238397952/8EHBzrd6_normal.jpg||||Thu Jun 04 04:39:51 +0000 2015|1433392791|Retweet|24|0|||||http://twitter.com/96_giovane/status/606314071332384768/photo/1|http://pbs.twimg.com/media/CGoPbvtUYAAughg.jpg||96_giovane|2808458042|||2808458042|96_giovane|606314071332384768|Twitter Web Client |Thu Jun 04 04:18:34 +0000 2015|103263|600|243|0|10530|Fri Mar 04 00:40:09 +0000 2011|pt|poa|Santiago|Inter Ã© um sentimento que se leva peito adentro, nÃ£o importe se ganhar ou perder..|http://t.co/UWmBRpTQmF||||100387.jpg|71|9|56|383636
0|RT @FrasesdaKefera: O Ã­ndio @gustastockler vai ver a mulher branca @Kefera amanhÃ£? #KeferaNoEncontro http://t.co/7wK1Vsbiij||YoSoyRbdManiaca|606319050340319232|2324050544|pt|Twitter for Android |http://pbs.twimg.com/profile_images/607330828104933377/wJoUnt3i_normal.jpg||||Thu Jun 04 04:38:21 +0000 2015|1433392701|Retweet|182|0|||#KeferaNoEncontro||http://twitter.com/FrasesdaKefera/status/606275892873207808/photo/1|http://pbs.twimg.com/media/CGnsthmWQAAwEtA.png||FrasesdaKefera, gustastockler, Kefera|66256190, 31631327, 37545509|||66256190|FrasesdaKefera|606275892873207808|Twitter Web Client |Thu Jun 04 01:46:51 +0000 2015|47746|2061|1194|7|18262|Sun Feb 02 16:58:30 +0000 2014|pt|Yo Digo R Tu Dices BD |Atlantic Time (Canada)|SOU FÃÿ DA BANDA MAIS PREMIADA DO MUNDO E TENHO ORGULHO DISSO #RBD  (ODEIO ESSAS CRIANÃÿAS QUE FAZEM TRETA ENTRE ANAHI, MAITE E DULCE MARIA) KÃ©fera B. Sou KÃ©lover|||||100020.png|24|64|68|3E3531
0|RT @96_giovane: ÃNDIO &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt; corinthians http://t.co/jn6ln2pLRT||niggahec1909|606318626526928896|386339542|pt|Twitter for Android |http://pbs.twimg.com/profile_images/605602704237469696/vqBqJhBh_normal.jpg||||Thu Jun 04 04:36:40 +0000 2015|1433392600|Retweet|24|0|||||http://twitter.com/96_giovane/status/606314071332384768/photo/1|http://pbs.twimg.com/media/CGoPbvtUYAAughg.jpg||96_giovane|2808458042|||2808458042|96_giovane|606314071332384768|Twitter Web Client |Thu Jun 04 04:18:34 +0000 2015|128198|1044|569|3|18526|Fri Oct 07 02:40:04 +0000 2011|pt|AtrÃ¡s do gol / Porto Alegre|Brasilia|snap: niggahec / DepÃ³sito de mÃ¡goa quem ta certo Ã© o saddam / Sport Club Internacional & Miami Heat / nggz crew - brooklyn company NC/BC|http://t.co/JcphlV5aCy||||100387.jpg|71|9|56|383636
0|RT @96_giovane: ÃNDIO &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt; corinthians http://t.co/jn6ln2pLRT||Eddu_lemes|606318514530582528|323555448|pt|Twitter Web Client |http://pbs.twimg.com/profile_images/599705439694118912/IKKWEX8L_normal.jpg||||Thu Jun 04 04:36:13 +0000 2015|1433392573|Retweet|24|0|||||http://twitter.com/96_giovane/status/606314071332384768/photo/1|http://pbs.twimg.com/media/CGoPbvtUYAAughg.jpg||96_giovane|2808458042|||2808458042|96_giovane|606314071332384768|Twitter Web Client |Thu Jun 04 04:18:34 +0000 2015|49380|4017|2793|1|7385|Sat Jun 25 01:17:40 +0000 2011|pt|SananCity|Brasilia|Se vocÃª nÃ£o tem a capacidade de abrir a mente, faÃ§a o favor de fechar a boca|https://t.co/FebeuzCEOh||||100387.jpg|71|9|56|383636
0|RT @96_giovane: ÃNDIO &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt; corinthians http://t.co/jn6ln2pLRT||LUCAUM1909|606318455239897088|591389386|pt|Twitter Web Client |http://pbs.twimg.com/profile_images/605923539980451842/3_TBKTuc_normal.jpg||||Thu Jun 04 04:35:59 +0000 2015|1433392559|Retweet|24|0|||||http://twitter.com/96_giovane/status/606314071332384768/photo/1|http://pbs.twimg.com/media/CGoPbvtUYAAughg.jpg||96_giovane|2808458042|||2808458042|96_giovane|606314071332384768|Twitter Web Client |Thu Jun 04 04:18:34 +0000 2015|96557|673|342|1|189|Sun May 27 00:53:30 +0000 2012|pt|Novo Hamburgo |Brasilia|Sport Club Internacional|||||100387.jpg|71|9|56|383636
0|RT @96_giovane: ÃNDIO &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt; corinthians http://t.co/jn6ln2pLRT||taylorosario_98|606318263199535105|3013899759|pt|Twitter for Android |http://pbs.twimg.com/profile_images/607027268016340992/LWVmiHz3_normal.jpg||||Thu Jun 04 04:35:13 +0000 2015|1433392513|Retweet|24|0|||||http://twitter.com/96_giovane/status/606314071332384768/photo/1|http://pbs.twimg.com/media/CGoPbvtUYAAughg.jpg||96_giovane|2808458042|||2808458042|96_giovane|606314071332384768|Twitter Web Client |Thu Jun 04 04:18:34 +0000 2015|6060|329|311|0|8441|Tue Feb 03 05:14:00 +0000 2015|pt||Brasilia|S.C.I 1909|||True||100387.jpg|71|9|56|383636
0|RT @FrasesdaKefera: O Ã­ndio @gustastockler vai ver a mulher branca @Kefera amanhÃ£? #KeferaNoEncontro http://t.co/7wK1Vsbiij||camisrebelo|606318253724594176|1434512562|pt|Twitter for Android |http://pbs.twimg.com/profile_images/607695973603807233/qGoOPH3P_normal.jpg||||Thu Jun 04 04:35:11 +0000 2015|1433392511|Retweet|182|0|||#KeferaNoEncontro||http://twitter.com/FrasesdaKefera/status/606275892873207808/photo/1|http://pbs.twimg.com/media/CGnsthmWQAAwEtA.png||FrasesdaKefera, gustastockler, Kefera|66256190, 31631327, 37545509|||66256190|FrasesdaKefera|606275892873207808|Twitter Web Client |Thu Jun 04 01:46:51 +0000 2015|11857|660|872|3|2430|Fri May 17 02:37:49 +0000 2013|pt||Brasilia|Sou uma guerreira, sou mais forte do que eu jÃ¡ fui                                                                        Manaus - AM â€|||||100020.png|24|64|68|3E3531
0|RT @FrasesdaKefera: O Ã­ndio @gustastockler vai ver a mulher branca @Kefera amanhÃ£? #KeferaNoEncontro http://t.co/7wK1Vsbiij||danr_leyfb|606317987377893377|153162930|pt|Twitter for Android |http://pbs.twimg.com/profile_images/606321609218125825/uqw3lVZd_normal.jpg||||Thu Jun 04 04:34:07 +0000 2015|1433392447|Retweet|182|0|||#KeferaNoEncontro||http://twitter.com/FrasesdaKefera/status/606275892873207808/photo/1|http://pbs.twimg.com/media/CGnsthmWQAAwEtA.png||FrasesdaKefera, gustastockler, Kefera|66256190, 31631327, 37545509|||66256190|FrasesdaKefera|606275892873207808|Twitter Web Client |Thu Jun 04 01:46:51 +0000 2015|14360|620|1445|3|20515|Mon Jun 07 21:14:18 +0000 2010|pt|Rio de Janeiro, Brasil|Brasilia|+55 021|||||100020.png|24|64|68|3E3531
0|RT @96_giovane: ÃNDIO &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt; corinthians http://t.co/jn6ln2pLRT||CassoliJonathan|606317720704045056|3287914253|pt|Twitter for Android |http://pbs.twimg.com/profile_images/607628991143510017/jNPlzMkK_normal.jpg||||Thu Jun 04 04:33:04 +0000 2015|1433392384|Retweet|24|0|||||http://twitter.com/96_giovane/status/606314071332384768/photo/1|http://pbs.twimg.com/media/CGoPbvtUYAAughg.jpg||96_giovane|2808458042|||2808458042|96_giovane|606314071332384768|Twitter Web Client |Thu Jun 04 04:18:34 +0000 2015|514|31|145|0|18|Mon May 18 04:33:07 +0000 2015|pt|SÃ£o Leopoldo||Fecha os olhos e sinta, 1 metro e 39|||True||100387.jpg|71|9|56|383636
0|ELE TA SENTAFO CKM PERNINBA DE INDIO MISERICÃÿRDIA DEUS ME AJUDA http://t.co/MpJitr7XBe||petertommopan|606315994966032384|1567414340|pt|Twitter for Android |http://pbs.twimg.com/profile_images/607749049912016896/KLQPlep3_normal.png||||Thu Jun 04 04:26:12 +0000 2015|1433391972|Tweet|0|0|||||http://twitter.com/petertommopan/status/606315994966032384/photo/1|http://pbs.twimg.com/media/CGoRLEiWoAAmW5w.jpg|||||||||||77322|2521|509|25|1925|Thu Jul 04 05:30:54 +0000 2013|pt|always in my heart juju |Brasilia|''please leave your honest opinion im only 16 years old''|||||100430.jpg|28|96|164|8F9357
0|RT @FrasesdaKefera: O Ã­ndio @gustastockler vai ver a mulher branca @Kefera amanhÃ£? #KeferaNoEncontro http://t.co/7wK1Vsbiij||leitorafe|606315229774008320|2408276454|pt|Twitter Web Client |http://pbs.twimg.com/profile_images/604493477515300864/5OJuAF-z_normal.jpg||||Thu Jun 04 04:23:10 +0000 2015|1433391790|Retweet|182|0|||#KeferaNoEncontro||http://twitter.com/FrasesdaKefera/status/606275892873207808/photo/1|http://pbs.twimg.com/media/CGnsthmWQAAwEtA.png||FrasesdaKefera, gustastockler, Kefera|66256190, 31631327, 37545509|||66256190|FrasesdaKefera|606275892873207808|Twitter Web Client |Thu Jun 04 01:46:51 +0000 2015|3927|62|175|1|97|Mon Mar 24 03:39:47 +0000 2014|pt|Skyscraper||you just might need dynamite HEY!|https://t.co/w4UiGzeyqg||||100020.png|24|64|68|3E3531
0|RT @96_giovane: ÃNDIO &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt; corinthians http://t.co/jn6ln2pLRT||negradaska|606315044473851904|1155651440|pt|Twitter Web Client |http://pbs.twimg.com/profile_images/571802092207095810/gCRfu2Lh_normal.png||||Thu Jun 04 04:22:26 +0000 2015|1433391746|Retweet|24|0|||||http://twitter.com/96_giovane/status/606314071332384768/photo/1|http://pbs.twimg.com/media/CGoPbvtUYAAughg.jpg||96_giovane|2808458042|||2808458042|96_giovane|606314071332384768|Twitter Web Client |Thu Jun 04 04:18:34 +0000 2015|36222|1110|385|3|1163|Thu Feb 07 01:35:49 +0000 2013|pt|Rio Grande do Sul|Mid-Atlantic|Do samba e do carnaval, do Inter, da Avril Lavigne, do hardcore, das gurias e de esquerda.|||||100387.jpg|71|9|56|383636
0|RT @96_giovane: ÃNDIO &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt; corinthians http://t.co/jn6ln2pLRT||FaDale10|606314549596286976|1837696634|pt|Twitter Web Client |http://pbs.twimg.com/profile_images/607379204158545920/7bYOkmNv_normal.jpg||||Thu Jun 04 04:20:28 +0000 2015|1433391628|Retweet|24|0|||||http://twitter.com/96_giovane/status/606314071332384768/photo/1|http://pbs.twimg.com/media/CGoPbvtUYAAughg.jpg||96_giovane|2808458042|||2808458042|96_giovane|606314071332384768|Twitter Web Client |Thu Jun 04 04:18:34 +0000 2015|11546|1098|1116|4|5240|Mon Sep 09 02:00:37 +0000 2013|pt|Porto Alegre||O INTER Ãÿ MAIOR QUE TUDO !|||||100387.jpg|71|9|56|383636
0|RT @96_giovane: ÃNDIO &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt; corinthians http://t.co/jn6ln2pLRT||coloradapqsim|606314234981576705|1633789987|pt|Twitter for iPhone |http://pbs.twimg.com/profile_images/607675119096483841/cmUiJb5O_normal.jpg||||Thu Jun 04 04:19:13 +0000 2015|1433391553|Retweet|24|0|||||http://twitter.com/96_giovane/status/606314071332384768/photo/1|http://pbs.twimg.com/media/CGoPbvtUYAAughg.jpg||96_giovane|2808458042|||2808458042|96_giovane|606314071332384768|Twitter Web Client |Thu Jun 04 04:18:34 +0000 2015|48810|682|271|0|8303|Tue Jul 30 20:30:45 +0000 2013|pt|PalhoÃ§a, Santa Catarina|Brasilia|Eu te prometo nunca abandonar!!! @SCInternacional|||||100387.jpg|71|9|56|383636
0|ÃNDIO &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt; corinthians http://t.co/jn6ln2pLRT||96_giovane|606314071332384768|2808458042|pt|Twitter Web Client |http://pbs.twimg.com/profile_images/604894983255113730/a3ynE3dW_normal.jpg||||Thu Jun 04 04:18:34 +0000 2015|1433391514|Tweet|24|13|||||http://twitter.com/96_giovane/status/606314071332384768/photo/1|http://pbs.twimg.com/media/CGoPbvtUYAAughg.jpg|||||||||||13878|571|907|2|2401|Sun Sep 14 01:12:31 +0000 2014|pt|GravataÃ­ - RS|Santiago|Inter minha vida, tu Ã©s o GIGANTE, o clube do povo, aqui do Rio Grande (8'  Snap: marquesgio|||||100387.jpg|71|9|56|383636
0|RT @FrasesdaKefera: O Ã­ndio @gustastockler vai ver a mulher branca @Kefera amanhÃ£? #KeferaNoEncontro http://t.co/7wK1Vsbiij||belivactizando|606313790079168512|245193798|pt|Twitter for Android |http://pbs.twimg.com/profile_images/605061851257405440/pHMPdTvJ_normal.png||||Thu Jun 04 04:17:26 +0000 2015|1433391446|Retweet|182|0|||#KeferaNoEncontro||http://twitter.com/FrasesdaKefera/status/606275892873207808/photo/1|http://pbs.twimg.com/media/CGnsthmWQAAwEtA.png||FrasesdaKefera, gustastockler, Kefera|66256190, 31631327, 37545509|||66256190|FrasesdaKefera|606275892873207808|Twitter Web Client |Thu Jun 04 01:46:51 +0000 2015|39573|11589|10049|8|5925|Mon Jan 31 03:12:02 +0000 2011|pt||Santiago|kkkkkkkkkkkkkkkkk se vocÃª ama duas pessoas ao mesmo tempo faÃ§a como justin bieber fique com as duas|http://t.co/bCwXsyyu5p||||100020.png|24|64|68|3E3531
0|RT @FrasesdaKefera: O Ã­ndio @gustastockler vai ver a mulher branca @Kefera amanhÃ£? #KeferaNoEncontro http://t.co/7wK1Vsbiij||exuneuls|606312889385951232|442255865|pt|Twitter for iPhone |http://pbs.twimg.com/profile_images/607775272683872256/fgErxASF_normal.jpg||||Thu Jun 04 04:13:52 +0000 2015|1433391232|Retweet|182|0|||#KeferaNoEncontro||http://twitter.com/FrasesdaKefera/status/606275892873207808/photo/1|http://pbs.twimg.com/media/CGnsthmWQAAwEtA.png||FrasesdaKefera, gustastockler, Kefera|66256190, 31631327, 37545509|||66256190|FrasesdaKefera|606275892873207808|Twitter Web Client |Thu Jun 04 01:46:51 +0000 2015|6340|82|162|0|99|Tue Dec 20 22:46:05 +0000 2011|pt||Brasilia|Ser coragem e ter gentil. Sendo fofinha nas horas vagas e cordeirinha de jesus|||||100020.png|24|64|68|3E3531
0|RT @FrasesdaKefera: O Ã­ndio @gustastockler vai ver a mulher branca @Kefera amanhÃ£? #KeferaNoEncontro http://t.co/7wK1Vsbiij||GabiACDDKLN|606312294860136449|1087302907|pt|Twitter for Android |http://pbs.twimg.com/profile_images/598518982501629953/QHKtDh5g_normal.jpg||||Thu Jun 04 04:11:30 +0000 2015|1433391090|Retweet|182|0|||#KeferaNoEncontro||http://twitter.com/FrasesdaKefera/status/606275892873207808/photo/1|http://pbs.twimg.com/media/CGnsthmWQAAwEtA.png||FrasesdaKefera, gustastockler, Kefera|66256190, 31631327, 37545509|||66256190|FrasesdaKefera|606275892873207808|Twitter Web Client |Thu Jun 04 01:46:51 +0000 2015|60030|368|345|2|9729|Sun Jan 13 21:41:59 +0000 2013|pt||Brasilia|Kehâÿ¡âÿ¥Demiâÿ¡âÿ¥Fifth Harmonyâÿ¡âÿ¥|||||100020.png|24|64|68|3E3531
0|RT @FrasesdaKefera: O Ã­ndio @gustastockler vai ver a mulher branca @Kefera amanhÃ£? #KeferaNoEncontro http://t.co/7wK1Vsbiij||ILoveHarmonizer|606312185753665536|1597453243|pt|Mobile Web (M5) |http://pbs.twimg.com/profile_images/606173601230929921/SX4JiLH0_normal.jpg||||Thu Jun 04 04:11:04 +0000 2015|1433391064|Retweet|182|0|||#KeferaNoEncontro||http://twitter.com/FrasesdaKefera/status/606275892873207808/photo/1|http://pbs.twimg.com/media/CGnsthmWQAAwEtA.png||FrasesdaKefera, gustastockler, Kefera|66256190, 31631327, 37545509|||66256190|FrasesdaKefera|606275892873207808|Twitter Web Client |Thu Jun 04 01:46:51 +0000 2015|700|241|563|0|736|Tue Jul 16 03:39:58 +0000 2013|pt||||||||100020.png|24|64|68|3E3531
0|RT @FrasesdaKefera: O Ã­ndio @gustastockler vai ver a mulher branca @Kefera amanhÃ£? #KeferaNoEncontro http://t.co/7wK1Vsbiij||Vulgo_Dudss|606311376559210496|2738219548|pt|Twitter for Android |http://pbs.twimg.com/profile_images/607742367140093952/8SF-hGuR_normal.jpg||||Thu Jun 04 04:07:51 +0000 2015|1433390871|Retweet|182|0|||#KeferaNoEncontro||http://twitter.com/FrasesdaKefera/status/606275892873207808/photo/1|http://pbs.twimg.com/media/CGnsthmWQAAwEtA.png||FrasesdaKefera, gustastockler, Kefera|66256190, 31631327, 37545509|||66256190|FrasesdaKefera|606275892873207808|Twitter Web Client |Thu Jun 04 01:46:51 +0000 2015|35581|1274|1999|0|4566|Sat Aug 09 15:26:40 +0000 2014|pt|FlorianÃ³polis, Santa Catarina||Rafa Azevedoâÿ¥11/01âÿ¥Melhor @Briilho_ âÿ¥PLLâÿ¥ âÿ¥Julio 24/01âÿ¥FFCâÿ¥|||||100020.png|24|64|68|3E3531
0|RT @FrasesdaKefera: O Ã­ndio @gustastockler vai ver a mulher branca @Kefera amanhÃ£? #KeferaNoEncontro http://t.co/7wK1Vsbiij||welcometostars|606310044083351552|1577838858|pt|Twitter for Android |http://pbs.twimg.com/profile_images/607904314443628544/HNQQtfuI_normal.jpg||||Thu Jun 04 04:02:33 +0000 2015|1433390553|Retweet|182|0|||#KeferaNoEncontro||http://twitter.com/FrasesdaKefera/status/606275892873207808/photo/1|http://pbs.twimg.com/media/CGnsthmWQAAwEtA.png||FrasesdaKefera, gustastockler, Kefera|66256190, 31631327, 37545509|||66256190|FrasesdaKefera|606275892873207808|Twitter Web Client |Thu Jun 04 01:46:51 +0000 2015|10343|232|405|0|4815|Mon Jul 08 14:53:13 +0000 2013|pt||Mid-Atlantic|11.05.2014 â€|||||100020.png|24|64|68|3E3531
0|RT @FrasesdaKefera: O Ã­ndio @gustastockler vai ver a mulher branca @Kefera amanhÃ£? #KeferaNoEncontro http://t.co/7wK1Vsbiij||shutbaek|606309517173923840|1959354084|pt|Twitter Web Client |http://pbs.twimg.com/profile_images/606974598895300608/IfXxFIqJ_normal.png||||Thu Jun 04 04:00:28 +0000 2015|1433390428|Retweet|182|0|||#KeferaNoEncontro||http://twitter.com/FrasesdaKefera/status/606275892873207808/photo/1|http://pbs.twimg.com/media/CGnsthmWQAAwEtA.png||FrasesdaKefera, gustastockler, Kefera|66256190, 31631327, 37545509|||66256190|FrasesdaKefera|606275892873207808|Twitter Web Client |Thu Jun 04 01:46:51 +0000 2015|18619|1418|1306|6|1427|Sun Oct 13 20:51:06 +0000 2013|pt|EXO-Lâÿ¢1Dâÿ¢SGâÿ¢ARMY-LANGER|Brasilia|a solidÃ£o me fez kpopper  /exo-l com l de lesada/Janana camarau/otaku # @cellbitos /@PyongLeeTV/@Calaaango @JapaTV/@Kefera/@juliococielo/ @Christian_fig|||||100020.png|24|64|68|3E3531
0|RT @FrasesdaKefera: O Ã­ndio @gustastockler vai ver a mulher branca @Kefera amanhÃ£? #KeferaNoEncontro http://t.co/7wK1Vsbiij||desallydida|606308901416538113|554337119|pt|Twitter for Android |http://pbs.twimg.com/profile_images/607202838679310336/pDztRfBF_normal.jpg||||Thu Jun 04 03:58:01 +0000 2015|1433390281|Retweet|182|0|||#KeferaNoEncontro||http://twitter.com/FrasesdaKefera/status/606275892873207808/photo/1|http://pbs.twimg.com/media/CGnsthmWQAAwEtA.png||FrasesdaKefera, gustastockler, Kefera|66256190, 31631327, 37545509|||66256190|FrasesdaKefera|606275892873207808|Twitter Web Client |Thu Jun 04 01:46:51 +0000 2015|20215|2516|2489|3|9829|Sun Apr 15 13:17:51 +0000 2012|pt|âÿ¥5Hâÿ¢SHAWNâÿ¢BEAâÿ¢1Dâÿ¢OTYâÿ¢TVDâÿ¥|Brasilia|âÿš...EntÃ£o Deus fez The X Factor e viu q era bom, criou Bea Miller, 1 Girlgroup com 5 sapatones,1 Boyband com 4 gays e 1 bi q desistiu,e eu me FODI...âÿš|http://t.co/KS2J7jUzLF||||100020.png|24|64|68|3E3531
0|KKKKKKKKKKKKKKKKKKKKKKKKKKKK MIM SER INDIO MAL  https://t.co/uBzztDAejx||crazybyLorenz|606306946166210560|2654847269|pt|Twitter for Android |http://pbs.twimg.com/profile_images/606297466397458432/4XtKN9TY_normal.jpg||||Thu Jun 04 03:50:15 +0000 2015|1433389815|Quoted tweet|0|0||||"""https://twitter.com/tio_rael/status/606306739496099841"""|||||||||tio_rael|606306739496099841|||3117|277|130|0|18297|Mon Jun 30 00:40:25 +0000 2014|pt|Bauru-Sp|Atlantic Time (Canada)|R.â€ J.â€ L.â€ D.â€ C.â€ L.â€ R.â€ P.â€ N.â€ V.â€ G.â€ M.â€ R.â€ W.â€ L.â€ A.â€ E.â€ / Maycon seguiu no dia 05/05 â€ âWithout you I can not believe my dreams.âÿ|||||100431.jpg|14|155|191|B87147
0|RT @FrasesdaKefera: O Ã­ndio @gustastockler vai ver a mulher branca @Kefera amanhÃ£? #KeferaNoEncontro http://t.co/7wK1Vsbiij||lowilkison|606306526584827906|2182077715|pt|Twitter for iPhone |http://pbs.twimg.com/profile_images/606928010512617472/BuJTslPj_normal.png||||Thu Jun 04 03:48:35 +0000 2015|1433389715|Retweet|182|0|||#KeferaNoEncontro||http://twitter.com/FrasesdaKefera/status/606275892873207808/photo/1|http://pbs.twimg.com/media/CGnsthmWQAAwEtA.png||FrasesdaKefera, gustastockler, Kefera|66256190, 31631327, 37545509|||66256190|FrasesdaKefera|606275892873207808|Twitter Web Client |Thu Jun 04 01:46:51 +0000 2015|10583|5732|5381|0|2720|Fri Nov 08 12:05:06 +0000 2013|pt|beacon hills|Mid-Atlantic|depois que virei fÃ£ de fifth harmony nunca mais olhei para um menino // justin's follows  madison follows|http://t.co/PFi8ODTxcn||||100020.png|24|64|68|3E3531
0|RT @FrasesdaKefera: O Ã­ndio @gustastockler vai ver a mulher branca @Kefera amanhÃ£? #KeferaNoEncontro http://t.co/7wK1Vsbiij||AuslexWatson|606306342748495872|568573429|pt|Twitter Web Client |http://pbs.twimg.com/profile_images/606955043078696960/djsCBDg7_normal.png||||Thu Jun 04 03:47:51 +0000 2015|1433389671|Retweet|182|0|||#KeferaNoEncontro||http://twitter.com/FrasesdaKefera/status/606275892873207808/photo/1|http://pbs.twimg.com/media/CGnsthmWQAAwEtA.png||FrasesdaKefera, gustastockler, Kefera|66256190, 31631327, 37545509|||66256190|FrasesdaKefera|606275892873207808|Twitter Web Client |Thu Jun 04 01:46:51 +0000 2015|21574|2367|2204|5|3720|Tue May 01 21:57:58 +0000 2012|pt|Lariano, Lazio|Brasilia|NÃ£o quero ficar entre aspas, como uma citaÃ§Ã£o famosa. Quero estar entre asas, como a liberdade mais gostosa. @CLUBEFOLLOWBACK  x BoyMahomie|http://t.co/NtrRbKOqcQ||||100020.png|24|64|68|3E3531
0|RT @naioseconds: O gusta Ã© um Ã­ndio romÃ¢ntico #ask5sosfam  https://t.co/oP1vzNQRFF||irwinjealous|606304990269997056|1651005636|pt|Twitter for Android |http://pbs.twimg.com/profile_images/607726032746070016/hAxFN7GL_normal.jpg||||Thu Jun 04 03:42:28 +0000 2015|1433389348|Retweet|1|0|||#ask5sosfam|"""https://twitter.com/naioseconds/status/606304545996742657"""||||naioseconds|386834135|||386834135|naioseconds|606304763622379520|Twitter for Android |Thu Jun 04 03:41:34 +0000 2015|26448|2331|1599|6|3233|Tue Aug 06 19:20:42 +0000 2013|pt|brazil|Brasilia|*à³ÿ sendo trouxa e otÃ¡ria *à³ÿ|http://t.co/ev8EOwOqXL||||100432.jpg|22|120|133|7F443A
0|O gusta Ã© um Ã­ndio romÃ¢ntico #ask5sosfam  https://t.co/oP1vzNQRFF||naioseconds|606304763622379520|386834135|pt|Twitter for Android |http://pbs.twimg.com/profile_images/604134774974910464/7uK_xYKF_normal.jpg||||Thu Jun 04 03:41:34 +0000 2015|1433389294|Quoted tweet|1|1|||#ask5sosfam|"""https://twitter.com/naioseconds/status/606304545996742657"""|||||||||naioseconds|606304545996742657|||65383|3142|3009|24|2134|Sat Oct 08 00:29:26 +0000 2011|pt||Brasilia|Seja bem vindo ao meu twitter (ou nÃ£o), falo o que eu quiser e foda-se you|||||100432.jpg|22|120|133|7F443A
0|RT @FrasesdaKefera: O Ã­ndio @gustastockler vai ver a mulher branca @Kefera amanhÃ£? #KeferaNoEncontro http://t.co/7wK1Vsbiij||oiklausei|606304605916569600|2931460252|pt|Twitter for iPhone |http://pbs.twimg.com/profile_images/606903548379545600/jjFBucM3_normal.jpg||||Thu Jun 04 03:40:57 +0000 2015|1433389257|Retweet|182|0|||#KeferaNoEncontro||http://twitter.com/FrasesdaKefera/status/606275892873207808/photo/1|http://pbs.twimg.com/media/CGnsthmWQAAwEtA.png||FrasesdaKefera, gustastockler, Kefera|66256190, 31631327, 37545509|||66256190|FrasesdaKefera|606275892873207808|Twitter Web Client |Thu Jun 04 01:46:51 +0000 2015|5327|271|448|0|1602|Fri Dec 19 03:26:40 +0000 2014|pt|||nessa vida de fÃ£ de i love paraisopolis eu sÃ³ levo tiro mesmo|||||100020.png|24|64|68|3E3531
